AÑO;NUI;Región;Trimestre;Mes;Categoría;Función;Género;Ocupados;CLASE_INDUSTRIA_II;EXPLICACIÓN_CLASE_INDUSTRIA
2006;21714;1;2;abril;SUBCONTRATO;Productivos_indirectos;hombres;2;HUMANO;
2006;21714;1;2;abril;SUBCONTRATO;Administrativos;hombres;0;HUMANO;
2006;21714;1;2;abril;SUBCONTRATO;Flota;hombres;0;HUMANO;
2006;21714;1;2;abril;CONTRATO;Flota;hombres;0;HUMANO;
2006;21714;1;2;abril;CONTRATO;Administrativos;hombres;1;HUMANO;
2006;21714;1;2;abril;CONTRATO;Productivos_directos;hombres;9;HUMANO;
2006;21714;1;2;abril;CONTRATO;Directivos;hombres;2;HUMANO;
2006;21714;1;1;enero;SUBCONTRATO;Flota;hombres;0;HUMANO;
2006;21714;1;1;enero;SUBCONTRATO;Administrativos;hombres;0;HUMANO;
2006;21714;1;1;enero;SUBCONTRATO;Productivos_directos;hombres;0;HUMANO;
2006;21714;1;1;enero;CONTRATO;Administrativos;hombres;1;HUMANO;
2006;21714;1;1;enero;CONTRATO;Productivos_indirectos;hombres;2;HUMANO;
2006;23092;10;1;enero;SUBCONTRATO;Flota;hombres;0;HUMANO;
2006;23092;10;1;enero;CONTRATO;Productivos_directos;hombres;0;HUMANO;
2006;23092;10;1;enero;CONTRATO;Directivos;hombres;0;HUMANO;
2006;23092;10;2;abril;SUBCONTRATO;Administrativos;hombres;0;HUMANO;
2006;23092;10;2;abril;SUBCONTRATO;Flota;hombres;0;HUMANO;
2006;23092;10;1;enero;CONTRATO;Administrativos;hombres;0;HUMANO;
2006;23092;10;1;enero;CONTRATO;Productivos_indirectos;hombres;0;HUMANO;
2006;23092;10;2;abril;CONTRATO;Flota;hombres;0;HUMANO;
2006;23092;10;1;enero;SUBCONTRATO;Productivos_indirectos;hombres;0;HUMANO;
2006;23092;10;2;abril;SUBCONTRATO;Productivos_directos;hombres;0;HUMANO;
2006;23092;10;1;enero;CONTRATO;Flota;hombres;0;HUMANO;
2006;23092;10;2;abril;CONTRATO;Administrativos;hombres;0;HUMANO;
2006;23092;10;2;abril;CONTRATO;Productivos_indirectos;hombres;1;HUMANO;
2006;23092;10;2;abril;CONTRATO;Productivos_directos;hombres;2;HUMANO;
2006;23092;10;2;abril;CONTRATO;Directivos;hombres;1;HUMANO;
2006;23092;10;1;enero;SUBCONTRATO;Administrativos;hombres;0;HUMANO;
2006;23092;10;1;enero;SUBCONTRATO;Productivos_directos;hombres;0;HUMANO;
2006;23092;10;2;abril;SUBCONTRATO;Productivos_indirectos;hombres;0;HUMANO;
2006;22606;10;2;abril;CONTRATO;Productivos_indirectos;hombres;4;HUMANO;
2006;22606;10;1;enero;CONTRATO;Directivos;hombres;2;HUMANO;
2006;22606;10;1;enero;CONTRATO;Flota;hombres;0;HUMANO;
2006;22606;10;1;enero;CONTRATO;Productivos_directos;hombres;17;HUMANO;
2006;22606;10;1;enero;CONTRATO;Productivos_indirectos;hombres;4;HUMANO;
2006;22606;10;1;enero;CONTRATO;Administrativos;hombres;2;HUMANO;
2006;22606;10;2;abril;SUBCONTRATO;Administrativos;hombres;0;HUMANO;
2006;22606;10;2;abril;CONTRATO;Directivos;hombres;2;HUMANO;
2006;22606;10;1;enero;SUBCONTRATO;Productivos_directos;hombres;0;HUMANO;
2006;22606;10;2;abril;SUBCONTRATO;Flota;hombres;0;HUMANO;
2006;22606;10;2;abril;SUBCONTRATO;Productivos_indirectos;hombres;0;HUMANO;
2006;22606;10;2;abril;SUBCONTRATO;Productivos_directos;hombres;0;HUMANO;
2006;22606;10;2;abril;CONTRATO;Flota;hombres;0;HUMANO;
2006;22606;10;2;abril;CONTRATO;Administrativos;hombres;2;HUMANO;
2006;22606;10;2;abril;CONTRATO;Productivos_directos;hombres;27;HUMANO;
2006;22606;10;1;enero;SUBCONTRATO;Flota;hombres;0;HUMANO;
2006;22606;10;1;enero;SUBCONTRATO;Administrativos;hombres;0;HUMANO;
2006;22606;10;1;enero;SUBCONTRATO;Productivos_indirectos;hombres;0;HUMANO;
2006;90107;10;1;enero;SUBCONTRATO;Productivos_directos;hombres;0;HUMANO;
2006;90107;10;2;abril;CONTRATO;Directivos;hombres;1;HUMANO;
2006;90107;10;2;abril;SUBCONTRATO;Flota;hombres;0;HUMANO;
2006;90107;10;2;abril;SUBCONTRATO;Productivos_directos;hombres;0;HUMANO;
2006;90107;10;2;abril;CONTRATO;Flota;hombres;0;HUMANO;
2006;90107;10;2;abril;CONTRATO;Administrativos;hombres;0;HUMANO;
2006;90107;10;2;abril;CONTRATO;Productivos_indirectos;hombres;2;HUMANO;
2006;90107;10;2;abril;CONTRATO;Productivos_directos;hombres;75;HUMANO;
2006;90107;10;2;abril;SUBCONTRATO;Productivos_indirectos;hombres;0;HUMANO;
2006;90107;10;2;abril;SUBCONTRATO;Administrativos;hombres;0;HUMANO;
2006;90107;10;1;enero;SUBCONTRATO;Productivos_indirectos;hombres;0;HUMANO;
2006;90107;10;1;enero;CONTRATO;Flota;hombres;0;HUMANO;
2006;90107;10;1;enero;CONTRATO;Administrativos;hombres;0;HUMANO;
2006;90107;10;1;enero;CONTRATO;Productivos_indirectos;hombres;0;HUMANO;
2006;90107;10;1;enero;SUBCONTRATO;Flota;hombres;0;HUMANO;
2006;90107;10;1;enero;SUBCONTRATO;Administrativos;hombres;0;HUMANO;
2006;90107;10;1;enero;CONTRATO;Productivos_directos;hombres;0;HUMANO;
2006;90107;10;1;enero;CONTRATO;Directivos;hombres;0;HUMANO;
2006;90108;10;1;enero;CONTRATO;Administrativos;hombres;0;HUMANO;
2006;90108;10;1;enero;CONTRATO;Directivos;hombres;0;HUMANO;
2006;90108;10;1;enero;CONTRATO;Productivos_directos;hombres;0;HUMANO;
2006;90108;10;2;abril;CONTRATO;Directivos;hombres;1;HUMANO;
2006;90108;10;1;enero;SUBCONTRATO;Administrativos;hombres;0;HUMANO;
2006;90108;10;1;enero;CONTRATO;Flota;hombres;0;HUMANO;
2006;90108;10;1;enero;CONTRATO;Productivos_indirectos;hombres;0;HUMANO;
2006;90108;10;1;enero;SUBCONTRATO;Flota;hombres;0;HUMANO;
2006;90108;10;1;enero;SUBCONTRATO;Productivos_directos;hombres;0;HUMANO;
2006;90108;10;2;abril;SUBCONTRATO;Flota;hombres;0;HUMANO;
2006;90108;10;2;abril;CONTRATO;Productivos_indirectos;hombres;30;HUMANO;
2006;90108;10;2;abril;CONTRATO;Administrativos;hombres;0;HUMANO;
2006;90108;10;2;abril;CONTRATO;Flota;hombres;0;HUMANO;
2006;90108;10;2;abril;SUBCONTRATO;Productivos_directos;hombres;0;HUMANO;
2006;90108;10;2;abril;SUBCONTRATO;Productivos_indirectos;hombres;0;HUMANO;
2006;90108;10;2;abril;SUBCONTRATO;Administrativos;hombres;0;HUMANO;
2006;90108;10;1;enero;SUBCONTRATO;Productivos_indirectos;hombres;0;HUMANO;
2006;90108;10;2;abril;CONTRATO;Productivos_directos;hombres;77;HUMANO;
2006;14213;10;1;enero;SUBCONTRATO;Productivos_indirectos;hombres;12;HUMANO;
2006;14213;10;1;enero;SUBCONTRATO;Productivos_directos;hombres;0;HUMANO;
2006;14213;10;1;enero;CONTRATO;Flota;hombres;0;HUMANO;
2006;14213;10;1;enero;CONTRATO;Administrativos;hombres;6;HUMANO;
2006;14213;10;1;enero;SUBCONTRATO;Administrativos;hombres;0;HUMANO;
2006;14213;10;1;enero;CONTRATO;Productivos_directos;hombres;13;HUMANO;
2006;14213;10;2;abril;SUBCONTRATO;Flota;hombres;0;HUMANO;
2006;14213;10;1;enero;CONTRATO;Productivos_indirectos;hombres;4;HUMANO;
2006;14213;10;1;enero;SUBCONTRATO;Flota;hombres;0;HUMANO;
2006;14213;10;2;abril;CONTRATO;Directivos;hombres;1;HUMANO;
2006;14213;10;1;enero;CONTRATO;Directivos;hombres;1;HUMANO;
2006;14213;10;2;abril;CONTRATO;Productivos_indirectos;hombres;4;HUMANO;
2006;14213;10;2;abril;SUBCONTRATO;Administrativos;hombres;0;HUMANO;
2006;14213;10;2;abril;SUBCONTRATO;Productivos_indirectos;hombres;12;HUMANO;
2006;14213;10;2;abril;SUBCONTRATO;Productivos_directos;hombres;0;HUMANO;
2006;14213;10;2;abril;CONTRATO;Administrativos;hombres;6;HUMANO;
2006;14213;10;2;abril;CONTRATO;Flota;hombres;0;HUMANO;
2006;14213;10;2;abril;CONTRATO;Productivos_directos;hombres;13;HUMANO;
2006;22555;10;1;enero;SUBCONTRATO;Productivos_indirectos;hombres;21;ANIMAL;
2006;22555;10;2;abril;CONTRATO;Productivos_indirectos;hombres;20;ANIMAL;
2006;22555;10;1;enero;CONTRATO;Directivos;hombres;6;ANIMAL;
2006;22555;10;2;abril;SUBCONTRATO;Flota;hombres;0;ANIMAL;
2006;22555;10;2;abril;SUBCONTRATO;Administrativos;hombres;0;ANIMAL;
2006;22555;10;2;abril;SUBCONTRATO;Productivos_indirectos;hombres;21;ANIMAL;
2006;22555;10;2;abril;SUBCONTRATO;Productivos_directos;hombres;0;ANIMAL;
2006;22555;10;1;enero;CONTRATO;Flota;hombres;6;ANIMAL;
2006;22555;10;2;abril;CONTRATO;Administrativos;hombres;19;ANIMAL;
2006;22555;10;1;enero;CONTRATO;Productivos_directos;hombres;73;ANIMAL;
2006;22555;10;2;abril;CONTRATO;Productivos_directos;hombres;68;ANIMAL;
2006;22555;10;2;abril;CONTRATO;Directivos;hombres;6;ANIMAL;
2006;22555;10;1;enero;SUBCONTRATO;Flota;hombres;0;ANIMAL;
2006;22555;10;1;enero;SUBCONTRATO;Administrativos;hombres;0;ANIMAL;
2006;22555;10;1;enero;SUBCONTRATO;Productivos_directos;hombres;0;ANIMAL;
2006;22555;10;1;enero;CONTRATO;Administrativos;hombres;19;ANIMAL;
2006;22555;10;1;enero;CONTRATO;Productivos_indirectos;hombres;20;ANIMAL;
2006;22555;10;2;abril;CONTRATO;Flota;hombres;6;ANIMAL;
2006;16827;10;2;abril;SUBCONTRATO;Flota;hombres;0;HUMANO;
2006;16827;10;2;abril;SUBCONTRATO;Administrativos;hombres;0;HUMANO;
2006;16827;10;2;abril;SUBCONTRATO;Productivos_indirectos;hombres;0;HUMANO;
2006;16827;10;2;abril;SUBCONTRATO;Productivos_directos;hombres;0;HUMANO;
2006;16827;10;2;abril;CONTRATO;Flota;hombres;0;HUMANO;
2006;16827;10;2;abril;CONTRATO;Administrativos;hombres;0;HUMANO;
2006;16827;10;2;abril;CONTRATO;Productivos_indirectos;hombres;11;HUMANO;
2006;16827;10;2;abril;CONTRATO;Productivos_directos;hombres;46;HUMANO;
2006;16827;10;2;abril;CONTRATO;Directivos;hombres;0;HUMANO;
2006;16827;10;1;enero;CONTRATO;Productivos_directos;hombres;55;HUMANO;
2006;16827;10;1;enero;SUBCONTRATO;Administrativos;hombres;0;HUMANO;
2006;16827;10;1;enero;SUBCONTRATO;Productivos_indirectos;hombres;0;HUMANO;
2006;16827;10;1;enero;SUBCONTRATO;Productivos_directos;hombres;0;HUMANO;
2006;16827;10;1;enero;CONTRATO;Flota;hombres;0;HUMANO;
2006;16827;10;1;enero;CONTRATO;Administrativos;hombres;0;HUMANO;
2006;16827;10;1;enero;CONTRATO;Productivos_indirectos;hombres;11;HUMANO;
2006;16827;10;1;enero;CONTRATO;Directivos;hombres;0;HUMANO;
2006;16827;10;1;enero;SUBCONTRATO;Flota;hombres;0;HUMANO;
2006;90158;1;2;abril;CONTRATO;Directivos;hombres;5;ANIMAL;
2006;90158;1;1;enero;SUBCONTRATO;Flota;hombres;0;ANIMAL;
2006;90158;1;1;enero;SUBCONTRATO;Administrativos;hombres;0;ANIMAL;
2006;90158;1;1;enero;SUBCONTRATO;Productivos_indirectos;hombres;0;ANIMAL;
2006;90158;1;2;abril;CONTRATO;Productivos_directos;hombres;33;ANIMAL;
2006;90158;1;1;enero;CONTRATO;Flota;hombres;547;ANIMAL;
2006;90158;1;2;abril;SUBCONTRATO;Administrativos;hombres;0;ANIMAL;
2006;90158;1;1;enero;SUBCONTRATO;Productivos_directos;hombres;0;ANIMAL;
2006;90158;1;2;abril;CONTRATO;Productivos_indirectos;hombres;26;ANIMAL;
2006;90158;1;2;abril;CONTRATO;Administrativos;hombres;32;ANIMAL;
2006;90158;1;2;abril;CONTRATO;Flota;hombres;575;ANIMAL;
2006;90158;1;2;abril;SUBCONTRATO;Productivos_indirectos;hombres;0;ANIMAL;
2006;90158;1;2;abril;SUBCONTRATO;Flota;hombres;0;ANIMAL;
2006;90158;1;1;enero;CONTRATO;Productivos_indirectos;hombres;27;ANIMAL;
2006;90158;1;1;enero;CONTRATO;Productivos_directos;hombres;34;ANIMAL;
2006;90158;1;2;abril;SUBCONTRATO;Productivos_directos;hombres;0;ANIMAL;
2006;90158;1;1;enero;CONTRATO;Administrativos;hombres;35;ANIMAL;
2006;90158;1;1;enero;CONTRATO;Directivos;hombres;5;ANIMAL;
2006;90145;10;2;abril;CONTRATO;Productivos_indirectos;hombres;1;DERIVADOS DE ALGAS;
2006;90145;10;1;enero;SUBCONTRATO;Productivos_directos;hombres;0;DERIVADOS DE ALGAS;
2006;90145;10;1;enero;CONTRATO;Flota;hombres;1;DERIVADOS DE ALGAS;
2006;90145;10;1;enero;CONTRATO;Administrativos;hombres;2;DERIVADOS DE ALGAS;
2006;90145;10;1;enero;SUBCONTRATO;Productivos_indirectos;hombres;0;DERIVADOS DE ALGAS;
2006;90145;10;1;enero;SUBCONTRATO;Administrativos;hombres;0;DERIVADOS DE ALGAS;
2006;90145;10;1;enero;SUBCONTRATO;Flota;hombres;0;DERIVADOS DE ALGAS;
2006;90145;10;2;abril;CONTRATO;Directivos;hombres;2;DERIVADOS DE ALGAS;
2006;90145;10;2;abril;CONTRATO;Administrativos;hombres;2;DERIVADOS DE ALGAS;
2006;90145;10;2;abril;CONTRATO;Productivos_directos;hombres;43;DERIVADOS DE ALGAS;
2006;90145;10;1;enero;CONTRATO;Directivos;hombres;2;DERIVADOS DE ALGAS;
2006;90145;10;1;enero;CONTRATO;Productivos_directos;hombres;43;DERIVADOS DE ALGAS;
2006;90145;10;1;enero;CONTRATO;Productivos_indirectos;hombres;1;DERIVADOS DE ALGAS;
2006;90145;10;2;abril;CONTRATO;Flota;hombres;1;DERIVADOS DE ALGAS;
2006;90145;10;2;abril;SUBCONTRATO;Productivos_directos;hombres;6;DERIVADOS DE ALGAS;
2006;90145;10;2;abril;SUBCONTRATO;Productivos_indirectos;hombres;0;DERIVADOS DE ALGAS;
2006;90145;10;2;abril;SUBCONTRATO;Administrativos;hombres;0;DERIVADOS DE ALGAS;
2006;90145;10;2;abril;SUBCONTRATO;Flota;hombres;0;DERIVADOS DE ALGAS;
2006;22861;10;1;enero;CONTRATO;Directivos;hombres;1;HUMANO;
2006;22861;10;1;enero;SUBCONTRATO;Administrativos;hombres;0;HUMANO;
2006;22861;10;1;enero;CONTRATO;Flota;hombres;0;HUMANO;
2006;22861;10;1;enero;SUBCONTRATO;Productivos_directos;hombres;0;HUMANO;
2006;22861;10;1;enero;CONTRATO;Administrativos;hombres;19;HUMANO;
2006;22861;10;1;enero;CONTRATO;Productivos_directos;hombres;273;HUMANO;
2006;22861;10;1;enero;CONTRATO;Productivos_indirectos;hombres;55;HUMANO;
2006;22861;10;1;enero;SUBCONTRATO;Flota;hombres;0;HUMANO;
2006;22861;10;1;enero;SUBCONTRATO;Productivos_indirectos;hombres;59;HUMANO;
2006;22861;10;2;abril;CONTRATO;Productivos_directos;hombres;260;HUMANO;
2006;22861;10;2;abril;CONTRATO;Productivos_indirectos;hombres;66;HUMANO;
2006;22861;10;2;abril;CONTRATO;Administrativos;hombres;23;HUMANO;
2006;22861;10;2;abril;CONTRATO;Flota;hombres;0;HUMANO;
2006;22861;10;2;abril;SUBCONTRATO;Productivos_directos;hombres;0;HUMANO;
2006;22861;10;2;abril;SUBCONTRATO;Productivos_indirectos;hombres;61;HUMANO;
2006;22861;10;2;abril;SUBCONTRATO;Flota;hombres;0;HUMANO;
2006;22861;10;2;abril;SUBCONTRATO;Administrativos;hombres;0;HUMANO;
2006;22861;10;2;abril;CONTRATO;Directivos;hombres;1;HUMANO;
2006;90157;1;1;enero;SUBCONTRATO;Productivos_directos;hombres;0;ANIMAL;
2006;90157;1;2;abril;CONTRATO;Flota;hombres;0;ANIMAL;
2006;90157;1;2;abril;CONTRATO;Administrativos;hombres;0;ANIMAL;
2006;90157;1;2;abril;CONTRATO;Productivos_indirectos;hombres;26;ANIMAL;
2006;90157;1;2;abril;CONTRATO;Productivos_directos;hombres;33;ANIMAL;
2006;90157;1;2;abril;CONTRATO;Directivos;hombres;0;ANIMAL;
2006;90157;1;1;enero;SUBCONTRATO;Flota;hombres;0;ANIMAL;
2006;90157;1;2;abril;SUBCONTRATO;Productivos_directos;hombres;0;ANIMAL;
2006;90157;1;1;enero;SUBCONTRATO;Productivos_indirectos;hombres;0;ANIMAL;
2006;90157;1;1;enero;CONTRATO;Productivos_directos;hombres;35;ANIMAL;
2006;90157;1;1;enero;SUBCONTRATO;Administrativos;hombres;0;ANIMAL;
2006;90157;1;2;abril;SUBCONTRATO;Productivos_indirectos;hombres;0;ANIMAL;
2006;90157;1;2;abril;SUBCONTRATO;Administrativos;hombres;0;ANIMAL;
2006;90157;1;1;enero;CONTRATO;Administrativos;hombres;0;ANIMAL;
2006;90157;1;2;abril;SUBCONTRATO;Flota;hombres;0;ANIMAL;
2006;90157;1;1;enero;CONTRATO;Productivos_indirectos;hombres;27;ANIMAL;
2006;90157;1;1;enero;CONTRATO;Directivos;hombres;0;ANIMAL;
2006;90157;1;1;enero;CONTRATO;Flota;hombres;0;ANIMAL;
2006;22610;10;1;enero;CONTRATO;Productivos_directos;hombres;5;HUMANO;
2006;22610;10;1;enero;CONTRATO;Productivos_indirectos;hombres;1;HUMANO;
2006;22610;10;1;enero;SUBCONTRATO;Administrativos;hombres;0;HUMANO;
2006;22610;10;1;enero;CONTRATO;Directivos;hombres;1;HUMANO;
2006;22610;10;2;abril;CONTRATO;Flota;hombres;0;HUMANO;
2006;22610;10;1;enero;SUBCONTRATO;Productivos_directos;hombres;0;HUMANO;
2006;22610;10;1;enero;CONTRATO;Administrativos;hombres;0;HUMANO;
2006;22610;10;2;abril;SUBCONTRATO;Flota;hombres;0;HUMANO;
2006;22610;10;2;abril;SUBCONTRATO;Administrativos;hombres;0;HUMANO;
2006;22610;10;2;abril;SUBCONTRATO;Productivos_directos;hombres;0;HUMANO;
2006;22610;10;2;abril;CONTRATO;Administrativos;hombres;0;HUMANO;
2006;22610;10;2;abril;CONTRATO;Productivos_indirectos;hombres;1;HUMANO;
2006;22610;10;2;abril;CONTRATO;Productivos_directos;hombres;5;HUMANO;
2006;22610;10;2;abril;CONTRATO;Directivos;hombres;1;HUMANO;
2006;22610;10;1;enero;SUBCONTRATO;Flota;hombres;0;HUMANO;
2006;22610;10;1;enero;SUBCONTRATO;Productivos_indirectos;hombres;0;HUMANO;
2006;22610;10;1;enero;CONTRATO;Flota;hombres;0;HUMANO;
2006;22610;10;2;abril;SUBCONTRATO;Productivos_indirectos;hombres;0;HUMANO;
2006;23106;10;2;abril;SUBCONTRATO;Administrativos;hombres;0;HUMANO;
2006;23106;10;2;abril;CONTRATO;Productivos_indirectos;hombres;0;HUMANO;
2006;23106;10;2;abril;CONTRATO;Directivos;hombres;1;HUMANO;
2006;23106;10;2;abril;CONTRATO;Productivos_directos;hombres;0;HUMANO;
2006;23106;10;2;abril;CONTRATO;Administrativos;hombres;0;HUMANO;
2006;23106;10;2;abril;CONTRATO;Flota;hombres;0;HUMANO;
2006;23106;10;2;abril;SUBCONTRATO;Productivos_indirectos;hombres;0;HUMANO;
2006;23106;10;2;abril;SUBCONTRATO;Flota;hombres;0;HUMANO;
2006;23106;10;2;abril;SUBCONTRATO;Productivos_directos;hombres;0;HUMANO;
2006;10028;1;2;abril;CONTRATO;Directivos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;10028;1;1;enero;CONTRATO;Directivos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;10028;1;1;enero;CONTRATO;Productivos_directos;hombres;1;HUMANO;SIN_ABASTECIMIENTO
2006;10028;1;1;enero;CONTRATO;Productivos_indirectos;hombres;2;HUMANO;SIN_ABASTECIMIENTO
2006;10028;1;1;enero;CONTRATO;Administrativos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;10028;1;1;enero;CONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
